SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents
0,0.715924668,53,1,0.145721925,9723,9,0,0,0,1
0,0.1485095,66,0,0.113695282,13500,13,0,1,0,1
0,0.055359298,34,0,2794,0,15,0,2,0,4
1,0.404319136,28,0,0.267539077,2750,7,0,0,0,0
0,0.01064057,74,0,0.38456173,4300,5,0,1,0,0
0,0.860831716,54,0,0.664783427,1061,6,0,0,0,1
0,0.843562503,54,0,0.183213986,15500,12,0,0,0,0
0,0.062026916,79,0,0.126739438,12000,17,0,2,0,0
1,1.019994446,28,0,452.5,1,11,0,0,0,3
0,0.013679453,48,0,0.001249844,8000,3,0,0,0,3
0,0.071401102,58,0,0.509324009,857,6,0,0,0,0
0,0.834056127,39,1,0.384763414,8833,9,0,1,1,1
0,0.101605726,31,0,0.156,14499,6,0,1,0,2
0,0.110877399,79,0,0.03703018,5400,15,0,0,0,0
1,0.108752883,59,0,0.028018899,9100,13,0,0,0,0
0,0.311714996,55,0,0.553432571,4500,11,0,1,0,0
0,0.084808842,53,0,0.12177287,6700,5,0,0,0,1
0,0.505274736,54,0,0.422024743,17216,5,0,3,0,1
0,0.123245126,46,0,344,0,4,0,0,0,4
0,0.022431308,74,0,0.289254043,3833,11,0,1,0,0
0,0.974161034,39,0,0.715925395,7666,8,0,3,0,2
0,0.011882073,46,0,0.865869342,7775,8,0,1,0,0
0,0.903561892,58,1,1.254883935,4350,14,0,2,0,0
0,0.375367045,43,0,0.481625741,5904,11,0,1,0,3
0,0.047223819,55,0,0.003166491,18000,6,0,0,0,0
0,0.098258379,54,1,0.072567973,21000,8,0,0,0,1
0,0.483899535,58,0,0.157024793,3750,8,0,0,0,0
0,0.053797848,32,0,0.42136473,11635,4,0,2,0,0
0,0.149142374,45,0,0.341023069,3987,6,0,1,0,3
0,0.49824489,49,0,0.271751977,10998,10,0,1,0,5
0,0.002091558,79,0,0.000607903,6579,8,0,0,0,0
0,0.593924099,53,0,0.611564739,6000,6,0,2,0,0
0,0.026648289,66,0,0.40139965,4000,13,0,2,0,0
0,0.003722119,37,0,0.001355932,2949,3,0,0,0,0
0,0.013070916,72,0,0.01998002,1000,8,0,0,0,0
0,0,61,0,0,2600,1,0,0,0,0
0,0.153292335,39,0,0.268858491,12500,3,0,1,0,2
0,0.014972272,75,0,0.006188512,6301,11,0,0,0,0
0,0.00526436,52,0,0.328105307,7140,9,0,1,0,0
0,0.747872882,68,1,0.451637185,2656,4,0,1,0,0
0,0.137720226,64,0,0.179646706,9000,15,0,2,0,0
0,0.068929982,56,0,0.132366502,11928,9,0,1,0,0
0,0.285756611,61,0,0.741310903,6300,10,0,3,0,0
0,0.235995914,54,0,0.570582687,19083,14,0,6,0,0
0,1.001996008,31,0,0.003599712,4166,4,0,0,0,0
0,0,66,0,0.156885732,14500,8,0,1,0,1
0,0.218118922,52,1,0.499425419,4350,9,0,1,0,4
0,0.018544936,38,0,0.739630185,2000,6,0,1,0,3
0,0.014846837,85,1,0.03149685,10000,10,0,0,0,0
0,0.123897662,54,0,0.343283582,6833,17,0,1,0,0
1,0.9999999,34,1,0.241610738,4916,1,3,0,1,0
0,0.454954741,57,1,0.626106827,3500,6,0,1,0,0
0,0.741708222,45,0,0.792872198,5218,19,0,1,0,1
0,0.004399413,91,0,0,6000,1,0,0,0,0
0,0.958551272,56,0,0.714912281,2507,15,0,0,0,3
0,0,47,0,0.346884372,3000,4,0,1,0,1
0,0.017945389,32,0,0.005326494,5068,6,0,0,0,0
0,0.238464378,55,0,0.286327903,12338,12,0,1,0,2
0,0.243758541,46,0,0.131900058,1720,13,0,0,0,0
0,0.19314299,62,0,0.532718894,3254,6,0,1,0,3
0,0.020132662,48,0,0.078732292,11011,5,0,1,0,1
0,0.91369293,56,0,0.849715428,6500,24,0,2,0,0
0,0.029722871,91,0,0.188635227,6000,9,0,1,0,0
0,0,22,0,0,1520,1,0,0,0,1
0,0.078258786,55,1,0.234423122,8441,16,0,2,0,0
0,0.674959312,55,0,2.762470309,3788,7,0,0,0,0
0,0.9999999,61,0,0.447310538,5000,8,0,2,0,0
0,0.014577454,58,0,0.106942196,10500,7,0,2,0,0
1,0.091958002,88,3,0.328722093,7300,10,2,1,1,0
0,0.278581428,48,0,0.205579582,16416,8,0,1,0,2
0,0.116203646,52,0,0.274738975,6416,16,0,1,0,0
0,0.097580484,28,0,0.110977804,5000,10,0,0,0,0
0,0.420967579,68,0,0.13983217,12750,6,0,1,0,0
0,0.011717153,85,0,0.006903118,4200,10,0,0,0,0
0,0,46,0,0.225874482,13750,11,0,2,0,0
0,0.084965469,33,0,0.01169883,10000,4,0,0,0,1
0,0.507366415,53,0,0.505988959,9600,14,0,2,0,0
0,0.391172631,42,0,0.508839293,12500,10,0,2,0,2
0,0,37,0,0.283809739,8850,7,0,1,0,0
1,1.31281198,29,0,0.271469741,1734,3,0,0,2,0
0,0,32,0,3.127872128,1000,3,0,2,0,2
0,0.312430087,31,0,0.590612503,4750,11,0,1,0,0
0,0.9999999,40,0,0.367477834,5300,3,0,1,0,1
0,0.452343075,43,0,0.656242919,4412,5,0,1,0,1
0,0.9999999,33,0,0.107400131,1526,0,2,0,0,0
0,0.014999118,59,2,0.081908345,5847,5,0,0,0,0
0,0.094739116,44,0,0.336295473,3600,9,0,3,0,0
0,0.227168358,56,1,0.495385325,4333,6,0,1,0,1
0,0.013868156,56,0,0.131973605,5000,7,0,0,0,1
0,0.008552712,68,1,0.19017996,4500,13,0,0,0,0
0,0.056336349,68,0,0.415076718,7494,10,0,2,0,0
0,0.04419558,73,0,0.508121616,2400,9,0,1,0,0
0,0.002509375,75,0,0.003623188,2483,9,0,0,0,0
0,0,27,0,0,0,2,0,0,0,0
1,0.952268258,39,0,0.8948022,5636,8,0,2,0,2
0,0.018244118,61,0,0.12503943,15850,26,0,2,0,1
0,0.78989011,52,0,0.309924147,15819,14,0,4,0,2
0,0.439905642,59,0,0.346404014,16142,8,0,2,0,1
0,0.136431784,42,0,0.326445592,6000,7,0,1,0,2
1,0.9999999,30,0,0.005640303,7800,0,0,0,1,1
1,0.9999999,57,9,1.01270648,1573,7,0,0,0,1
0,0.030920698,27,0,0.085769666,6190,4,0,0,0,0
0,0.131229287,78,0,0.425278583,6550,20,1,4,0,2
0,0.069746513,54,0,0.193756968,8969,5,0,1,0,0
0,0.004512962,63,0,0.188233589,6900,14,0,1,0,0
0,0.371750097,61,4,0.464896605,11750,21,0,3,0,0
0,0.003333177,29,0,0.117340287,2300,4,0,0,0,0
0,0.030249055,50,0,0.198742836,10817,5,0,1,0,2
0,0.1160782,39,0,0.523400474,13503,18,0,4,0,1
0,0.010170197,69,8,0.092920944,7500,36,0,0,0,0
0,0.613266473,44,3,0.252778597,10166,19,0,1,0,0
0,0.463933668,57,0,0.483447259,7460,8,0,2,0,0
0,0.020735394,62,0,1.16877389,3400,11,0,2,0,0
0,0.148274069,63,0,0.441121495,4279,6,0,1,0,0
0,0.165888042,55,0,0.541559554,3500,5,0,2,0,0
0,0.053998683,63,0,0.455155947,6700,9,0,3,0,1
0,0.012552131,50,0,0.494318698,11000,10,0,3,0,4
1,0.951578252,34,1,0.435854715,3000,10,0,0,0,3
0,0.354437551,57,0,0.263315779,15000,11,0,2,0,1
0,0.141923872,38,0,0.405662226,10207,5,0,2,0,0
0,0,57,0,0.036239275,16666,8,0,0,0,0
0,0,58,0,0.016126235,5766,7,0,0,0,0
0,0.005804784,78,0,0.532754538,3800,14,0,2,0,1
0,0.264866773,37,0,1.001175088,850,10,0,1,0,2
0,0.9999999,29,0,0,1400,1,0,0,0,0
0,1.347578348,30,1,0.007679649,1822,1,0,0,0,1
0,0.043156257,79,0,1.292923517,6994,14,0,2,0,0
1,0.923949783,50,1,0.544208256,6491,6,0,2,2,0
0,0.085102762,34,0,0.389845573,9000,5,0,1,0,0
0,0.004805829,29,0,0.068101623,2833,4,0,0,0,0
0,0.045609014,58,0,0.882447021,2500,9,0,1,0,1
1,0.9999999,61,0,0.128990648,3100,2,1,0,1,0
0,0.394727467,56,0,2.468265867,2000,29,0,2,0,0
0,0.506651994,69,0,0.580938344,4070,15,0,1,0,0
0,0.587480982,28,0,2.656205421,700,5,0,1,0,0
0,0.055622242,47,1,0.158778829,7500,16,0,0,0,3
0,0.228983697,81,0,0.385285824,3900,8,0,1,0,0
0,0.021468415,64,0,0.00342207,22500,11,0,0,0,0
0,0.011456816,58,0,0.368882396,4106,7,0,1,0,0
0,0.000237385,55,0,0.299283453,6000,10,0,2,0,3
0,0,37,0,1.486810552,1250,8,0,2,0,3
0,0.003833014,73,0,0.34612557,6800,7,0,1,0,1
0,0.919970043,54,0,0.30260529,50550,20,0,3,0,0
0,0.005033614,88,0,0.002765369,4700,13,0,0,0,0
0,0.533679776,46,0,0.246785247,12986,10,0,2,0,1
0,0.000651133,35,1,0.23136646,7083,12,0,2,0,0
0,0.015122331,68,0,0.729296359,5300,12,0,2,0,0
0,0.174408816,51,0,0.304412036,5416,7,0,2,0,1
0,0.111980828,70,0,0.050928056,6518,5,0,0,0,1
0,0.080778217,53,2,0.510051036,9600,15,0,2,0,3
0,1.094905095,26,1,0.027801911,1150,1,0,0,0,0
0,0.29981378,48,0,0.364276787,8800,7,0,2,0,1
0,0.017784149,40,0,0.421515697,5000,19,0,2,0,2
0,0.026982939,36,0,0.154658982,4163,10,0,0,0,0
0,0.229443152,78,0,0.303107489,5888,15,0,2,0,1
0,0.01347333,63,0,0.293514483,3900,9,0,1,0,0
0,0.042991402,68,0,0.079037801,3200,2,0,0,1,0
0,0.900199601,35,0,0.037676986,4166,3,0,0,0,1
0,0.070230866,51,0,0.402553453,6500,10,0,1,0,0
0,0.385863268,36,1,0.499914545,5850,10,0,1,0,2
0,0.025813921,63,0,0.354299218,5500,17,0,2,0,1
0,0.122037559,60,0,0.159962139,4225,11,0,0,0,0
1,0.972285564,58,5,0.529176513,5500,10,2,2,0,0
0,0.067426966,32,1,0.161867365,4583,9,0,0,0,0
0,0,70,0,0,7000,6,0,0,0,2
0,0.124758934,41,3,0.248038784,11344,15,0,1,0,0
0,0.037123415,83,0,0.013056836,2603,2,0,0,0,0
0,0.011566281,53,0,0.001411831,7082,1,0,0,0,2
0,0.108970721,55,0,0.102654707,11036,6,0,0,0,3
0,0.339087813,33,0,3196,0,7,0,3,0,2
0,0.057062803,43,0,0.451861571,6096,18,0,1,0,2
0,0,67,0,0.126619948,10416,6,0,2,0,0
0,0.148928192,49,0,0.474694939,4998,11,0,1,0,4
0,0.715284715,22,0,0.008329863,2400,2,0,0,0,0
0,0.220506227,38,0,0.557278208,1160,18,0,0,0,0
0,0.056598434,48,0,0.303738318,3209,5,0,1,0,0
0,0.91031134,41,0,0.125068209,18325,8,0,1,0,0
0,0.285933897,50,0,0.234689846,2530,4,0,0,0,0
0,0.014881478,43,0,0.154801575,3300,6,0,1,0,0
0,0.041920747,53,0,0.315971275,11000,10,0,2,0,2
0,0,49,0,0.374797824,6800,16,0,1,0,2
0,0.067076063,57,0,0.377663984,20504,11,0,5,0,1
0,0.34657217,27,1,0.334841629,5082,6,0,1,0,3
0,0,24,0,0,2200,2,0,0,0,0
0,0.031952189,76,0,0.016306563,2452,3,0,0,0,0
0,0.078375764,60,0,0.031770718,4500,4,0,0,0,0
0,0.000607701,49,0,1.067071935,4934,8,0,2,1,0
0,0.060109441,63,0,0.417658234,10000,7,0,2,0,0
0,0.337652988,59,0,0.183697678,5900,7,0,2,0,0
0,0.587657206,40,2,0.404337556,4656,5,0,1,0,3
0,0.52841993,60,0,0.240646613,12000,8,0,1,0,1
0,0.604501907,31,2,0.715634546,3600,6,0,1,0,1
0,0,46,0,0.15359616,40000,5,0,1,0,2
0,0.343069405,65,0,0.17159519,19376,8,0,2,0,0
0,0.313874968,50,0,0.338989236,5480,16,0,0,0,1
0,0.00159996,47,0,0.135623287,6200,4,0,1,0,1
0,0.352616946,46,0,1819.5,1,7,0,2,0,0
0,0.308684566,44,0,0.170872386,4160,4,0,1,0,0
0,0.62992711,64,0,0.64141027,9132,6,0,2,0,1
0,0.544276239,51,1,0.273686388,4833,20,0,0,0,2
0,0.9999999,52,0,0.245570663,2426,6,0,1,0,1
0,0.053067136,39,1,0.795585839,6750,7,0,2,0,2
0,0.006161068,41,0,0.000967742,3099,3,0,0,0,0
0,0,36,0,0.400316178,5692,9,0,2,0,0
0,0.203502067,52,0,0.062566278,6600,6,0,0,0,1
0,0.519827826,40,0,0.406066275,7483,8,0,2,0,1
0,0.349820024,54,0,0.193129361,18629,4,0,2,0,2
0,0.381151723,57,0,0.256590053,7700,8,0,1,0,0
0,0.096802702,56,0,0.12610369,4416,8,0,0,0,0
0,0.851645158,32,1,0.483198799,5326,7,0,1,0,0
0,0.183575985,64,1,0.442542118,7300,21,0,2,0,0
0,0.9999999,59,0,0.280892978,40000,6,0,3,0,0
0,0.637792505,37,0,0.459908018,5000,9,0,1,0,2
0,0.080621124,29,1,0.203330535,7145,10,0,1,0,2
0,0.112919299,61,0,0.814296426,4000,25,0,2,0,1
1,1.667613935,42,0,0.295540892,5000,7,0,0,0,3
0,1.011094718,44,1,0.361070129,10166,7,0,1,1,2
0,0.9999999,32,0,0.081405313,3500,8,0,0,0,0
0,0.363089776,61,0,0.405781811,4738,19,0,1,0,0
0,0.072104968,47,0,0.417072866,8000,16,0,1,0,3
0,0.149327892,49,1,0.206703464,12500,10,0,1,0,2
0,0.328353945,54,0,0.065327889,12000,4,0,0,0,0
0,0.068110697,51,0,0.441699605,7083,7,0,1,0,2
0,0.219138057,62,0,0.471504071,7000,43,0,2,0,0
0,0.031871987,68,0,0.374672697,4200,12,0,1,0,0
0,0.907493436,54,1,0.111970141,3750,3,0,0,0,0
0,0.697632242,29,0,0.305037126,4982,7,0,1,0,3
0,0.030807986,36,1,0.278980014,7254,7,0,2,0,0
0,0.073548215,61,0,0.18648668,14000,7,0,1,0,2
0,0.613041254,60,0,0.213376954,2750,6,0,0,0,0
0,0.315209469,31,0,0.157065006,5137,5,0,0,0,0
0,0.02499219,51,0,0.307666777,3012,6,0,1,0,2
0,0.028809363,88,0,0.004531985,5736,2,0,0,0,0
0,0.056516837,74,0,0.438908283,3150,7,0,1,0,0
0,0.165844527,74,0,2.157579389,3337,22,0,5,0,0
0,0.045214243,70,0,0.13813017,12813,7,0,2,0,0
0,0.369066298,56,0,0.325500337,8893,13,0,1,0,0
1,8.599600266,26,2,0.418904959,1935,2,0,0,0,2
0,0.9999999,80,0,0.067142008,5048,4,0,0,0,0
0,0.425983925,70,0,0.08447888,4000,6,0,0,0,0
0,0.003881557,71,0,0.117237953,6038,5,0,1,0,0
0,0.30232466,48,0,0.273136343,6666,10,0,1,0,0
0,0.301442464,51,0,0.181542108,13500,6,0,1,0,0
0,0.197057926,53,0,0.612246382,13750,10,0,1,0,1
0,0.995006242,43,0,0.010082493,3272,4,2,0,0,2
0,0.199584093,65,0,0.174175645,6125,5,0,1,0,1
0,0.005153311,49,0,0.016995751,4000,7,0,0,0,0
1,0.198336837,47,2,0.534176397,21666,14,0,4,0,4
0,0.002754338,53,0,0.284671533,10000,14,0,2,0,3
0,0.54264484,46,0,0.513226174,7900,9,0,1,0,1
1,0.269296783,40,1,0.428433269,11373,17,0,3,0,2
0,0.006091119,85,0,0.029616227,10500,17,0,0,0,0
0,0.853691051,49,0,0.184938354,3000,3,0,0,0,3
0,0.002208866,79,0,0.291435068,7915,16,0,1,0,0
0,0.971337155,38,1,0.451034011,5850,4,0,2,0,1
0,0.774354704,53,1,0.221287941,4875,3,1,0,0,2
0,0.015938536,62,0,0.002147108,16300,7,0,0,0,1
0,0.9999999,40,0,0,17800,1,1,0,0,1
0,0.577762046,36,0,0.714285714,3240,6,0,1,0,1
0,0.9999999,59,3,0.33309006,6850,3,0,2,1,1
0,0.353738474,65,0,0.379633902,6500,6,0,1,0,0
0,0.154663967,25,0,0.006665432,5400,3,0,0,0,1
0,0.13809915,67,0,0.235837734,8331,14,0,1,0,3
0,0.028517591,59,0,0.049798686,18875,11,0,1,0,0
0,0.085052137,67,1,0.029516358,5623,5,0,0,0,0
1,0.706275884,74,0,0.472547255,3332,5,0,0,0,1
0,0.9999999,44,0,0.180126134,6500,2,0,0,0,2
0,0.048365875,32,0,0.043326112,6000,3,0,0,0,0
0,0.197584783,48,0,0.552318566,5800,10,0,2,0,0
0,0.617253238,60,0,0.28250233,8583,8,0,1,0,2
0,1.010391687,51,0,0.03458837,24487,5,2,0,1,0
0,0.017876821,86,0,0.001439885,8333,6,0,0,0,0
1,0.869048685,62,1,2.021295089,2300,20,0,2,0,2
0,0.356527394,27,3,0.768725361,760,8,0,0,0,0
0,0.025716912,58,0,1.520826391,3000,10,0,2,0,0
0,0.932906709,50,0,0.650783072,3000,13,0,1,0,1
0,0,54,0,0.139931741,2050,3,0,0,0,0
0,0.084195038,54,0,0.314068593,10000,15,0,2,0,2
0,0.021177307,50,0,0.110315186,8375,3,0,1,0,0
0,0.236119974,55,1,0.263564858,7500,7,0,2,1,1
0,0.155605549,56,0,0.140369772,5570,4,0,0,0,0
0,0.9999999,38,1,0.293784369,6000,2,0,2,0,0
0,0.069592349,61,1,0.265323924,12610,18,0,1,0,3
0,0.736579913,73,0,0.181530899,5695,13,0,0,0,1
0,0.963669089,62,0,0.418715751,7116,7,0,2,0,0
0,0.496756145,46,0,0.93314633,2138,8,0,0,0,0
1,0.42562592,53,2,0.54575394,4250,20,1,1,1,1
0,0.154547636,58,0,0.265306122,2057,7,0,0,0,0
0,0.003339933,43,0,0.273590801,8000,6,0,1,0,2
0,0.104115835,50,0,0.345522068,7000,6,0,2,0,1
0,0.036676414,46,1,0.234135667,8682,5,0,2,0,2
0,0.825043739,28,0,2.308691309,1000,9,0,1,0,0
0,0.401279829,32,0,0.329137749,8500,9,0,2,0,1
0,0.9999999,29,0,0,2800,1,0,0,0,0
0,0.081630273,48,1,0.065158124,3667,9,0,1,0,1
0,0.098142857,64,0,0.1482661,2825,6,0,0,0,0
0,0.001801639,84,0,0,4545,1,0,0,0,1
0,0.284680292,47,0,0.437240425,4333,13,0,1,0,1
0,0.039456016,80,0,0.54620462,605,6,0,0,0,0
1,0.038354504,57,0,0.327423168,4229,12,0,1,0,1
1,1.127041742,25,0,0.028851388,1836,2,1,0,0,0
1,0.519846489,54,1,0.383261674,10000,13,0,1,0,0
0,0.107845844,29,1,0.161941374,2080,8,0,0,0,0
0,0.681015017,40,0,0.124458204,9689,7,0,0,0,1
0,0.196601133,31,0,0.0506238,4167,2,0,0,0,1
0,0.016194101,54,1,1.155344816,15500,14,0,4,0,4
0,0,28,0,15.14285714,160,5,0,1,0,0
0,0.073484064,51,0,0.769773596,3400,9,0,2,0,1
0,0.250093748,52,0,0.6087989,8000,8,0,2,0,2
0,0.093557603,44,0,0.530911515,6000,8,0,1,0,2
0,0.127791195,43,0,0.449602122,3769,5,0,1,0,2
0,0.746330147,64,0,1.605024424,1432,7,0,2,0,0
0,0.406029699,47,0,0.175770192,12009,11,0,1,0,3
0,0.542710218,49,0,0.518365573,4600,14,0,1,0,3
0,0.304092398,54,0,1770,1,5,0,2,0,1
0,0.9999999,54,0,0,13666,1,0,0,0,0
0,0.204052056,35,0,0.352851453,11800,4,0,2,0,0
0,0,31,0,0.315321984,1350,2,0,0,0,1
0,0.786750591,30,0,0.119429993,4420,4,0,0,0,0
0,0.544314675,47,0,0.507020679,3916,7,0,1,0,2
0,0.109594411,68,0,0.171402383,12000,19,0,1,0,1
0,0.326218961,40,0,1.340531894,5000,7,0,2,0,1
0,0.107781505,34,0,0.296075213,6700,10,0,1,0,0
0,0.404207276,46,0,0.432111288,6900,8,0,1,0,2
0,0.019896604,69,0,0.540496408,3061,13,0,1,0,1
0,0.027425378,60,0,0.518547226,9030,20,1,4,0,0
0,0.944846605,27,1,0.240463036,3800,4,0,0,0,3
0,0.849170437,53,0,0.106211528,8934,12,0,0,0,0
1,0.144600554,44,1,0.161783086,7200,8,0,1,0,2
0,0.123463374,64,0,0.226988281,8788,8,0,2,0,0
0,0.9999999,47,0,0.252815211,10833,10,0,2,0,3
1,0.9999999,41,2,0.316318219,3682,4,2,0,1,2
0,0.042669043,40,0,0.369005153,5045,8,0,1,0,1
0,0.098389623,62,0,0.077084583,3333,4,0,0,0,0
0,1.001999,53,0,0.158250911,3841,5,1,0,0,0
0,0,48,1,0.059623911,13081,7,0,0,0,1
0,0.129172184,35,1,0.415940224,4014,12,1,2,0,0
1,1.201554692,27,3,0.264273504,2924,7,0,0,0,0
0,0.008063286,64,0,0.768246351,5000,13,0,3,0,1
0,0.070902278,58,0,0.213246554,15671,7,0,2,0,1
0,0.045360182,60,0,0.293078547,9000,11,0,2,0,3
0,0.130134298,62,1,0.216294382,16250,7,0,2,0,0
0,1.043402716,31,0,0.830449827,2600,13,0,2,0,0
0,0.527817404,57,0,0.012139605,1317,3,0,0,0,0
0,0.012829514,37,0,0.189740513,6666,13,0,1,0,2
0,0.040619839,73,1,0.415726157,8062,18,0,1,0,0
0,0.011084383,79,0,0.005164879,2516,2,0,0,0,0
0,0.252659729,28,0,0.07526178,4583,9,0,0,0,0
1,0.654636313,46,1,0.005637887,6207,2,1,0,0,2
0,0.221038948,62,0,0.353513317,11000,4,0,3,0,1
0,0.007812012,25,0,0.104579084,5000,3,0,0,0,0
0,0.723704157,56,0,0.666241225,4700,10,0,2,0,1
0,0.302380624,60,0,0.452727668,4600,7,0,1,0,1
0,0.331385541,52,0,0.31995765,9444,8,0,2,0,2
0,0.041180227,45,0,0.216930721,10666,9,0,2,0,2
0,0.026228073,50,0,12018,0,16,0,3,0,0
0,0.009788443,73,1,0.112222092,8500,7,0,1,0,0
0,0.9999999,31,1,0.162653339,2200,2,0,0,0,0
1,0.491674275,34,0,0.146644941,6750,9,0,0,0,0
0,0.975395431,41,0,0.44576495,5300,5,0,1,0,2
0,0.210875128,48,0,0.558418214,8344,29,0,2,0,0
0,0.416348133,54,1,0.076620825,2035,7,0,0,0,2
0,0.625764655,67,1,0.51628866,7274,16,0,2,0,0
0,0.002959882,49,0,1.093200917,1308,4,0,2,0,1
0,0.660115069,55,1,0.536632101,8871,11,0,2,0,1
0,0.398600045,44,0,0.314778518,7652,6,0,1,0,1
0,0.743548325,47,0,1.150433276,2884,7,0,1,0,1
0,0.386337791,56,2,0.49300056,12500,23,0,3,0,0
1,0.710742975,59,0,1.56117815,7706,11,0,9,0,0
0,0.060133432,85,1,0.159478261,11499,19,0,0,0,1
0,0.309969031,49,0,0.171664494,2300,8,0,0,0,0
0,0.156348343,43,0,0.039490127,4000,6,0,0,0,2
0,0.005576717,46,0,0.404345318,5200,18,0,1,0,2
0,0.130124658,58,0,0.204988612,18000,9,0,2,0,2
1,0.15661351,60,4,0.134643307,10330,9,0,1,0,0
0,0.790524578,49,0,0.572528302,6624,9,0,1,0,2
0,0,59,0,0.199452721,9866,6,0,1,0,4
0,0.019685216,87,0,0.002147363,7450,5,0,0,0,0
0,0.528235882,32,0,0.264635603,1673,4,0,0,0,0
0,0.026331139,43,0,0.177459219,4045,2,0,0,0,1
0,0.058731799,70,0,0.245025295,5929,13,0,0,0,0
0,0.093809551,56,0,0.436056394,10000,15,0,3,0,0
0,0.081824029,48,1,0.501679866,8333,15,0,2,0,1
1,1.238451935,30,1,0.114647559,6000,5,0,0,1,0
0,0.187741374,44,0,0.718122084,10500,19,0,3,0,3
0,0.193660211,39,0,0.096929773,8500,6,0,0,0,0
0,0.049789559,65,0,0.629456848,3000,9,0,1,0,1
0,0.548055726,35,0,0.472631842,4000,5,0,2,0,1
0,0.014308831,61,0,0.274729116,2860,9,0,1,0,0
0,0.239732166,49,0,0.234298332,4075,11,0,1,0,3
0,0.20718061,56,0,0.165594701,20833,9,0,1,0,3
0,0.134312077,63,0,0.237687813,9583,8,0,2,0,0
0,0.208199089,50,0,0.630783959,9400,7,0,3,0,0
0,0.677246389,63,0,1.520121488,3950,20,0,1,0,0
0,0.859626817,55,0,0.83833408,2232,6,0,1,0,1
0,0.089451835,88,0,0.065259117,2083,3,0,0,0,0
0,0.347426592,44,0,0.564891367,5200,11,0,1,0,2
0,0.146550493,34,0,1.120786517,2135,5,0,1,0,0
0,0.089269689,61,0,0.168152211,5833,9,0,1,0,0
0,0.411586474,26,0,0.104223944,4000,5,0,0,0,0
0,0.242430577,31,0,0.705098301,3000,12,0,1,0,0
0,0.055865251,71,0,0.053038866,11500,8,0,0,0,0
0,0.007188711,66,0,0.167603085,10500,18,0,1,0,0
0,0.019091536,79,0,0.013397321,5000,11,0,0,0,1
0,0.959560049,49,0,0.301469853,10000,8,1,0,0,2
0,0.201988118,49,0,0.456852792,6500,5,0,1,0,1
0,0.753133855,29,0,0.040133423,159791,21,0,2,0,0
0,0.113791274,36,0,0.301339732,5000,9,0,2,0,1
0,0.487593512,63,0,0.325438109,19800,19,0,3,0,1
0,0.688213987,58,0,0.316698656,3125,11,0,0,0,0
0,0.024332522,45,0,0.00499762,4201,7,0,0,0,0
0,0.07503484,59,0,0.015598217,5833,8,0,0,0,0
0,0.00039998,66,0,0.298750811,12327,7,0,3,0,0
0,0.02513895,72,0,0.007996002,4001,4,0,0,0,0
0,0.05101707,41,0,0.225195409,14200,19,0,2,0,3
0,0.064900762,48,1,0.468210863,6259,9,0,2,0,0
0,0.003904425,39,0,0.315951392,6500,14,0,2,0,0
0,0.249681635,35,0,0.34204235,5855,9,0,1,0,0
0,0.137174729,50,0,0.182508999,7500,8,0,1,0,3
0,0.190474845,59,1,0.320859749,6466,6,0,1,0,1
0,0.287670737,42,1,0.39310115,6000,9,0,2,0,1
0,0.119745286,59,2,0.308160707,16750,8,0,1,0,0
0,0.485840081,41,0,0.476523768,3428,8,0,1,0,1
0,0.612624449,54,0,0.479920013,6000,27,0,1,0,0
0,1.020767633,80,0,0.430734292,1320,2,0,0,0,1
0,0.80493537,23,0,0.171278626,2095,2,1,0,1,0
0,0.019031803,61,0,0.237260274,1824,17,0,1,0,0
1,0.675344253,46,6,1.078969016,3646,14,1,1,1,3
0,0.278965129,59,1,0.553711976,4700,5,0,1,0,0
0,0.319591767,68,0,0.32483394,4666,12,1,2,0,1
0,0.029397759,92,0,0.003333016,10500,8,0,0,0,0
0,0,27,0,0.052589482,5000,5,0,0,0,0
0,0.991603359,23,2,0.172206833,2165,4,1,0,0,0
0,0.424146591,46,1,0.42166065,4154,5,0,2,0,0
0,0.338961789,52,0,0.442724458,2260,7,0,0,0,0
0,0.352092558,43,1,0.687432703,6500,8,0,2,0,1
0,0,61,0,0.725102574,2680,4,0,1,0,0
0,0.024215211,40,0,0.194810955,9018,6,0,0,0,0
0,0,37,0,0.372604566,6000,7,0,2,0,0
0,0.254916339,49,0,0.423192269,3000,8,0,2,1,2
0,0,66,0,0,1500,1,0,0,0,1
0,0.307805931,68,0,0.063688859,5887,3,0,0,0,0
0,0.263616762,45,0,0.356741789,13000,6,0,2,0,2
0,0.21086204,49,0,0.213049609,7800,10,0,0,0,2
0,0.102897694,50,0,0.354568705,4300,7,0,1,0,2
0,0.087218522,48,0,0.303126551,10074,8,0,1,0,0
0,0.15902755,48,0,1.050379848,2500,13,0,1,0,0
0,0.616566011,49,0,1.210438645,1800,13,0,2,0,0
0,0.384427189,40,0,0.35013785,2538,10,0,0,0,0
0,0.030323232,36,1,0.073493876,12000,4,0,0,0,0
0,0.489001048,82,0,0.581408141,1817,4,0,1,0,0
0,0.181085091,31,0,0.165111407,5250,4,0,0,0,1
